"content","id"
"depuis installation tant membres délégation française participé plusieurs réunions visites organisées l’assemblée parlementaire l’otan soulignant l’engagement représentation nationale envers sécurité euro-atlantique soutien l’ukraine face l’agression russe tant vice-président délégation française j’ai notamment bruxelles discuter situation ukraine transformation l’otan reflétant priorités stratégiques définies lors sommet madrid visites états-unis canada norvège reykjavik permis d’évaluer défis sécuritaires actuels guerre ukraine sécurité l’arctique implications géostratégiques défis technologiques commerciaux missions renforcé dialogue transatlantique questions clés comme soutien l’ukraine l’adaptation l’otan nouvelles menaces coopération matière défense sécurité savoir plus site l’assemblée nationale savoir plus site l’assemblée parlementaire l’otan votes évaluation l'article","Activités de la délégation de janvier à juin 2023"
"salue qualité débats avancées obtenues terme lecture l’assemblée projet lpm tant responsable l’examen texte groupe renaissance vote texte succède plus textes déjà adoptés depuis an début législature confirmera gouverner majorité absolue possible terme lecture séance publique projet loi programmation militaire lpm salue qualité débats tenus l’importance avancées obtenues lors discussion texte l’assemblée nationale nouvelle lpm transformons armées après avoir réparées précédente répondant besoin programmé milliards d’euros période avoir guerre d’avance conjoncture géopolitique militaire dégradée nation consent effort financier inédit mesure menaces internationales effort mérite d’autant plus d’être salué situation financière nationale évidemment contrainte débats parlementaires séance publique d’excellentes tenus rendez-vous d’une discussion utile entre députés d’opinions différentes service défense sécurité nationale ainsi lien entre nation armées divergences défense européenne l’otan dissuasion nucléaire fondées différences convictions non postures impostures maintenant appartient d’ici vote solennel juin chaque groupe résoudre contradictions sortir retranchements prendre responsabilités devant nation armée histoire consciente qu’un consensus parlementaire probablement plus facile obtenir cadre d’un texte augmente crédits budgétaires j’anticipe l’adoption texte majeur s’ajoutant plus textes déjà adoptés depuis an début législature confirmera gouverner majorité absolue possible notamment lorsqu’il s’agit répondre besoins attentes prioritaires français salue aussi l’importance avancées obtenues séance publique après celles déjà obtenues commission défense terme lecture projet lpm prévoit effet entre autres poursuite l’effort entrepris améliorer conditions vie militaires civils défense consécration nouvelle fonction stratégique influence demeurant grâce l’adoption plusieurs amendements promouvant mobilité internationale militaires rappelant france acteur clé défense l’europe qu’elle œuvre renforcement pilier européen l’alliance renforcement base industrielle technologique défense bitd l’amélioration financement soutien petites moyennes entreprises notamment innovantes relocalisation filières stratégiques moyens production savoir-faire territoire national développement protection filières souveraines consolidation contrôle investissements étrangers lutte contre tentatives d’ingérences étrangères l’amélioration l’information contrôle parlement rappel l’impact changement climatique stratégie militaire france félicite aussi l’adoption séance publique amendements groupe renaissance dont j’étais première signataire faciliter l’accès femmes écoles formation initiale accompagner parcours afin d’accéder postes sommitaux limiter impacts engagements opérationnels mutations fréquentes vie personnelle familiale professionnelle prêter attention particulière l’insertion professionnelle conjoints militaires ainsi qu’aux mesures d’accompagnement mises place carrières professionnelles mener études complémentaires portant format deux porte-avions lesquelles permettront d’éclairer décision d’acquisition d’un second pa-ng devra être prise avant développer filière souveraine domaine drones robots sous-marins opérant jusqu’à profondeur lancer programme navires projection force type batral bâtiment transport léger afin disposer lors prochaine décennie quatre unités stationnées outre-mer donner armées moyens faire face menaces également condition sécurité français l’étranger plus récentes opérations d’évacuation ressortissants français soudan année afghanistan illustrent l’utilité d’armées modernes protéger tous compatriotes compris ceux établis hors france cadre développement nombre réservistes opérationnels volet tient tout particulièrement coeur j’ajoute lpm simplifie enfin procédures appliquées réservistes expatriés permettre d’être affectés pays lequel résident soutien missions militaires défense forces prépositionnées dès lors qu’un poste ouvert qu’un attaché défense d’armement présent votes évaluation l'article","Communiqué : je salue la qualité des débats sur la Loi de Programmation Militaire"
"membre commission défense forces armées totalement impliquée l’examen loi programmation militaire lpm comme équipe moi-même pouvons toujours répondre toutes remarques formulées réseaux sociaux j’y reste néanmoins sensible ainsi vais essayer répondre certaines interrogations notamment question pourquoi investir autant d’argent défense préambule voudrais aussi répondre certain nombre concitoyens circonscription s’interrogent lien français l’étranger a titre voudrais rappeler plusieurs choses tout d’abord bien qu’élu cadre d’une circonscription chaque député compte tenu mission participation l’élaboration vote loi ainsi contrôle l’action gouvernement représente nation tout entière exerce titre mandat national rôle d’un député c’est défendre l’intérêt général base valeurs programme lesquels a élus député participe mise œuvre politique nationale a mission participer travail parlementaire l’une huit commissions l’assemblée nationale a titre j’ai souhaité intégrer commission défense forces armées car vaste circonscription composée d’une cinquantaine pays d’asie d’océanie d’europe orientale concentre l’ensemble points chauds planète résidez directement concernés retour etats-puissances terrorisme catastrophes naturelles tout simplement défense intérêts france comme montre guerre d’ukraine évènements impact direct indirect cours vies faire face monde instable guerre d’ukraine a brutalement rappelé vivions l’illusion d’une paix perpétuelle europe alors comme disait raymond aron compétition l’état naturel relations entre etats pourtant menace permanente terrorisme guerre contre daesh opérations extérieures armées n’ont jamais cessé cadre l’opération barkhane france déployait plus hommes combattre djihadistes sahel depuis plus ans armées pleinement engagées paient prix sang défendre perte compatriotes retour guerre haute intensité europe réveil brutal seulement france toutes nations cru dépassement confrontations armées continent d’autant plus guerre d’une barbarie nom plus soldats morts plus civils tués compter dizaines milliers blessés retour etats-puissances s’était déjà caractérisé l’augmentation budgets militaires chine turquie arabie saoudite dépenses militaires mondiales atteint record atteignant milliards dollars europe montants consacrés défense connaissent plus forte augmentation depuis ans détail certaines hausses frappantes comme finlande lituanie suède pologne bien beaucoup pays limitrophes fédération russie déjà anticipé ambitions d’un voisin jugé menaçant surprise deux premières économies monde aussi plus dépensières matière défense etats-unis chine représentent ainsi seuls plus moitié dépenses militaires mondiales washington a dépensé milliards dollars armées dépenses mondiales contre milliards pékin russie l’inde l’arabie saoudite complètent classement international france situe top milliards budget effort guerre russie a quant augmenté dépenses militaires lesquelles atteint milliards loi sécurité collective contexte comprend bien qu’il plus nécessaire d’écouter enseignés romains si vis pacem para bellum si veux paix prépare guerre dès président république majorité pris l’initiative d’augmenter budget armées alors celui-ci pressurisé coupes budgétaires depuis ans ainsi précédente loi programmation militaire engageait milliards armées c’était loi réparation capacités militaires intervention bilan lpm toutefois face l’évolution contexte stratégique opportun d’avancer l’adoption d’une nouvelle loi programmation militaire être prêt gagner guerre avant guerre selon l’expression chef d’etat major général burkhard armées bénéficieront ainsi d’un budget milliards d’euros période cadre future loi programmation militaire lpm tiers plus l’enveloppe précédente lpm l’effort demandé nation inédit proportion dangers c’est-à-dire considérables après avoir réparés armés souhaitons maintenant transformer avoir guerre d’avance in fine outil militaire condition liberté sécurité prospérité place monde total deux lpm conduiront doublement budgets armées entre lors travail commission défense forces armées députés pu encore renforcer portée texte adoption amendement acter l’influence comme fonction stratégique réitéré engagement poursuivre l’effort entrepris afin d’améliorer conditions vie militaires civils défense ainsi familles inscrit texte ambition d’une plus grande diversité d’une meilleure représentativité notamment femmes concitoyens ultramarins réaffirmé ambitions armées l’international consacrant nouvelle fonction stratégique influence texte grâce plusieurs amendements adoptés promouvant mobilité internationale militaires rappelant france acteur clé défense l’europe qu’elle œuvre tout restant allié loyal exemplaire sein l’otan renforcement pilier européen l’alliance renouvelé ambition bitd base industrielle technologique défense inscrivant texte plusieurs objectifs amélioration financement soutien petites moyennes entreprises notamment innovantes relocalisation filières stratégiques moyens production savoir-faire territoire national développement protection filières souveraines divers domaines tels quantique consolidation contrôle investissements étrangers lutte contre tentatives d’ingérences étrangères l’information contrôle parlement également renforcés travaux enfin rappelé l’impact changement climatique stratégie militaire france explications vote groupe renaissance vote lpm commission défense nationale loi français l’étranger réseaux sociaux certains m’interpellent car j’aurais mieux faire français l’étranger tout d’abord l’un n’empêche l’autre a répartition tâches sein équipe continuons suivre dossiers concernent directement français l’étranger répondre nombreuses sollicitations manque faire points réguliers lettre d’information lors permanences mensuelles virtuelles ensuite permettez-moi penser qu’il n’y a aujourd’hui rien plus urgent donner moyens d’avoir armée moderne respectée monde entier c’est pilier sécurité place monde c’est aussi conditions sécurité français partout où trouvent récentes opérations militaires d’évacuation soudan encore démontré l’efficacité armée utilité protéger français l’étranger l’opération dite sagittaire d’évacuation hors soudan ressortissants français étrangers menée soldats a permis mettre l’abri plus personnes près nationalités réactivité efficience unanimement saluées monde entier c’était déjà cas afghanistan où france a participé l’un plus grands ponts aériens l’histoire armées pu évacuer tous ressortissants français plusieurs centaines d’afghans liés france autre illustration france a première zone aider vanuatu suite passage plusieurs cyclones début l’année ainsi loi permettra aussi mieux protéger où compris grâce moyens supplémentaires accordés capacités renseignement enfin lpm permettra développer considérablement nombre réservistes opérationnels cadre volet tient particulièrement cœur simplifié procédures appliquées réservistes expatriés afin permettre d’être affecté pays lequel résident soutien missions militaires défense forces prépositionnées l’aurez compris lpm a d’abord vocation protéger tous l’hexagone outre-mer l’étranger a vocation tout faire garantir paix cadre très fière d’avoir pu contribuer tant représentante savoir plus détails loi programmation militaire livret présentation lpm site tribune groupe politique monde vote évaluation l'article","Mon point de vue sur la Loi de Programmation Militaire 2024-2030"
"mardi mars l’assemblée nationale a voté proposition résolution portant reconnaissance condamnation grande famine connue sous nom d’holodomor comme génocide intervention l’assemblée nationale projet résolution volontairement transpartisan a porté groupes politiques suivants renaissance socialistes ecologistes républicains démocrates horizons liot libertés indépendants outre-mer territoires noterez n’ont associés démarche groupes n’ont cesse dernières années d’osciller entre complaisance ambiguïté envers russie question ukrainienne l’examen proposition résolution intervient l’occasion anniversaire famine provoquée autorités soviétiques russie anniversaire déclenchement guerre ukraine après bundestag parlement européen chambre représentants belge récemment pris l’initiative reconnaître l’holodomor comme génocide peuple ukrainien après plus hautes autorités ukrainiennes notamment président zelensky président rada stefantchouk encore fin janvier l’hémicycle l’assemblée nationale renouvelé souhait parlements nations soutiennent l’ukraine reconnaissent aussi l’holodomor mars j’organisais également conférence l’holodomor intitulée ukraine passé l’holodomor initiative organisée conjointement boris vallaud ps benjamin haddad renaissance jean-louis bourlanges modem valérie rabault ps cyrielle châtelain eelv l’événement visait informer représentation nationale faire vivre l’ukraine débat public amorçant cycle rencontres lien activités groupe d’amitié parlementaire france-ukraine l’assemblée nationale faire connaître l’histoire conflictuelle relations russo-ukrainiennes négation récurrente moscou fait national ukrainien important entretenir soutien opinions publiques occidentales lequel déterminant l’issue conflit armé politique symboles comptent l’assemblée nationale s’affirme s’exprime sujet moment opportun façon transpartisane félicitent anne genetet boris vallaud cosignataires reconnaître l’holodomor c’est bien sûr aussi soutenir l’ukraine guerre entretenir soutien opinions publiques lequel déterminant l’issue conflit ajoutent-ils ainsi proposition résolution vise reconnaissance autorités françaises famine forcée population ukrainienne comme génocide condamnation actes commis caractérisés extermination violations massives droits humains libertés texte résolution formule d’abord trois propositions l’attention l’assemblée nationale qu’elle reconnaisse officiellement caractère génocidaire famine forcée planifiée autorités soviétiques l’encontre population ukrainienne condamne génocide commis autorités soviétiques affirme soutien peuple ukrainien aspiration faire reconnaître crimes masse commis encontre régime soviétique résolution formule ensuite quatre invitations gouvernement français qu’il reconnaisse officiellement condamne publiquement caractère génocidaire crimes masse commis l’encontre peuple ukrainien rende hommage toutes victimes l’holodomor exprime solidarité peuple ukrainien a souffert tragédie poursuive initiatives diplomatiques visant reconnaissance internationale l’holodomor encourage scène internationale libre accès archives relatives l’holodomor plus particulièrement fédération russie afin permettre historiens poursuivre recherches visant établir documenter faits texte complet résolution votes évaluation l'article","Projet de résolution pour la reconnaissance d’Holodomor comme génocide"
"audition camille grand chercheur l’european council foreign relations ancien secrétaire général adjoint chargé investissements sein l’otan voir vidéo voir réponse votes évaluation l'article","Ma question sur l’OTAN en Indopacifique"
"quinquennat démarre période profonds bouleversements guerre ukraine a balayé beaucoup certitudes comme celle d’une paix durable définitive continent européen effets dérèglement climatique désormais concrets visibles destructeurs chacun a pu mesurer reprise économique s’accompagne d’une inflation forte touche directement français contexte comme président république l’a affirmé transformations profondes s’imposent base politiques mises œuvre depuis réussite nombreuses mesures notamment domaine économique gouvernement d’elisabeth borne va consacrer protéger agir accélérer premier défi répondre l’urgence pouvoir d’achat l’énergie compromis trouvés parlement permis mise œuvre d’un plan milliards d’euros pouvoir d’achat français plan faudra continuer être vigilant doute sera-t-il nécessaire d’adopter d’autres mesures mois venir semaines mois devant faudra aussi mener d’autres batailles premier lieu celle climat objectifs ambitieux doubler baisse d’émissions gaz effet serre devenir première grande nation industrielle sortir énergies fossiles grâce planification écologique dont président république a confié charge première ministre gouvernement prépare plan d’action secteur secteur territoire territoire objectifs calendrier moyens adaptés bataille plein-emploi ensuite travail source d’émancipation dignité devons promouvoir tous moyens grâce réformes précédent quinquennat créé plus d’un million d’emplois taux chômage plus bas depuis ans plein-emploi accessible assurera pérennité modèle social permettra financer nouvelles avancées mènerons toutes réformes nécessaires l’atteindre bataille l’égalité chances également refusons qu’un destin scellé naissance santé l’éducation sécurité allons investir construire solutions nécessaires lever ressorts inégalités bataille souveraineté enfin français européens devons construire indépendance économique technologique alimentaire militaire résolus agir fidèles principes valeurs respecterons principes fondamentaux responsabilité environnementale maîtrise finances publiques l’absence hausse d’impôts dirons toujours vérité français transparence présentant objectifs différentes options devant conséquences gouvernement travail mobilisé atteindre objectifs fixés président république retrouvez détail priorités gouvernement renforcer souveraineté nationale européenne déployer france plan d’investissement précédent france continuer baisser impôts maîtrisant finances publiques accélérer réindustrialisation france devenir première puissance numérique européenne assurer souveraineté alimentaire forestière réussissant transition écologique permettre l’accès alimentation locale qualité consolider souveraineté l’union européenne indispensable l’autonomie stratégique france renforcer partenariats internationaux france soutenir francophonie poursuivre renforcement capacités opérationnelles armées forces morales aller vers société plein-emploi mettre place france travail améliorer taux d’emploi jeunes seniors réduire tensions recrutement mieux vivre travail mieux répondre besoins compétences préparer métiers d’avenir renouveler former génération d’agricultrices d’agriculteurs réussir transition écologique aller vers neutralité carbone s’engager planification écologique territorialiser devenir première grande économie décarbonée transports propres finir passoires thermiques renforcer performance énergétique bâtiments devenir première grande économie décarbonée mobilisant finance l’industrie réduire déchets développer massivement l’économie circulaire devenir première grande économie décarbonée grâce nouvelles sources d’énergie propre protéger restaurer nature écosystèmes espèces protéger français garantir sécurité renforcer sécurité quotidien davantage moyens lutter contre l’immigration illégale mieux intégrer étrangers situation régulière rendre exécuter décisions justice plus rapidement favoriser prise charge l’insertion personnes condamnées mineurs délinquants lutter contre violences faites femmes féminicides garantir l’égalité chances favoriser l’excellence faire réussir élèves école savoirs fondamentaux favorise l’épanouissement protège enfants refonder l’orientation élèves faire lycée professionnel voie réussite d’accès l’emploi transformer l’école faisant confiance acteurs terrain rendre l’école plus inclusive former savoirs métiers d’avenir mieux accompagner chaque étudiant projet comme quotidien investir recherche service connaissance l’innovation faciliter chaque jeune l’accès culture patrimoine création contemporaine soutenir création française valoriser patrimoine environnements physiques numériques faire sport levier d’émancipation jeunesse favorable santé français réussir jeux olympiques paralympiques porter grande cause quinquennat l’égalité entre femmes hommes tous champs ministériels lutter contre l’ensemble discriminations garantir l’égalité chances l’ensemble territoires accompagner développement territoires ultra-marins prendre soin français renforcer place prévention quotidien français lutter contre toutes inégalités d’accès santé déserts médicaux adapter renforcer modèle hospitalier répondre difficultés recrutement fidélisation métiers santé social construire service universel solution d’accueil jeune enfant soutenir plus fortement familles monoparentales verser automatiquement prestations sociales finir non recours fraudes améliorer l’accès logement faciliter quotidien personnes situation handicap bien vieillir domicile ehpad modernisés mieux accompagner enfants danger transformer services publics construire renaissance démocratique simplifier l’accès services publics tous territoires simplifier vie tpe pme accompagner faire face grandes transitions favoriser l’attractivité fonction publique poursuivre transformation rendre service public exemplaire notamment matière transition écologique déployer service national universel renouveler démocratie votes évaluation l'article","Les priorités du Gouvernement Borne"
"j’ai assisté hier juillet discours président république emmanuel macron l’honneur armées l’hôtel brienne chaque année allocution moment important soutenir militaires redéfinir contours stratégie nouvelle loi programmation militaire nouveau contexte guerre ukraine indispensable d’effectuer nouveaux efforts budgétaires moderniser renforcer capacités militaires si tenus engagements augmentant sensiblement budget militaire atteignant dès l’objectif l’équivalent pib environ milliards nouveau contexte stratégique impose revoir ambitions c’est ainsi président république a chargé ministère armées d’élaborer nouvelle loi programmation militaire lpm période afin d’adapter efforts budgétaires alors conflictualités s’intensifient ambition opérationnelle doit être revue mieux assurer capacité faire face perspective retour possible d’un affrontement haute intensité a-t-il dit travaux d’élaboration d’une nouvelle loi programmation militaire devront être achevés fin année discussion parlement début mobilisera particulièrement tant membre commission défense l’assemblée nationale compte tenu guerre ukraine aussi l’inflation majorité promis lors élections présidentielles puis législatives réévaluation lpm ajuster moyens menaces changements profonds présence française afrique chef l’état a promis changement paradigme profond présence française afrique annoncé volonté repenser d’ici l’automne l’ensemble dispositifs militaires france continent africain rappel force antijihadiste barkhane train boucler départ mali disant vouloir dispositifs moins posés moins exposés chef l’état a jugé qu’il s’agissait d’une nécessité stratégique évoquant volonté réussir bâtir durée intimité plus forte armées africaines reconstruire capacité former là-bas france reste très présente afrique particulier l’ouest sahel unités déployées sénégal gabon djibouti emmanuel macron a ailleurs évoqué nécessité d’un continuum entre offre diplomatique actions rénovées partenariat africain actions développement afrique c’est changement paradigme profond a-t-il martelé faut poursuivre engagement contre menace terroriste partout notamment afrique partenariat combat désengageant mali france divisé deux présence sahel maintenant militaires environ région cependant travaillons d’autres pays sahel golfe guinée préparer nouvelles formes d’intervention niger maintenons plus d’un millier d’hommes capacités aériennes fournir appui renseignement cadre d’un partenariat combat forces armées nigériennes déployées soldats français proximité frontière mali face djihadistes liés al-qaida groupe état islamique jour d’unité nationale j’ai pensée tous compatriotes travers monde souhaite remercier toutes forces combattantes particulier déployées l’étranger protègent quotidien dangers monde votes évaluation l'article","Une nouvelle ambition pour nos armées"
"divers dispositifs législatifs lutte contre covid arrivent échéance juillet prochain notamment mesures contrôle caractère restrictif or l’épidémie reste présente faut pouvoir conserver quelques outils surveillance contrôle projet loi présenté gouvernement intitulé dispositif veille sécurité sanitaire matière lutte contre covid comporte articles permet conserver outils numériques surveillance l’épidémie notamment vaccination article autorise gouvernement remettre place contrôle frontières seul cas où situation épidémique devait s’aggraver n’est cas aujourd’hui l’objectif principalement protéger territoires d’outremer fortement touchés différentes vagues contrôle frontières prendrait forme présentation d’un test pcr négatif avant départ d’un schéma vaccinal complet enfin d’un certificat rétablissement a titre personnel s’agissant métropole très réservée mesures stricte fermeture frontières force constater mesures contrôle frontières très difficiles particulier passages frontière terrestre ailleurs fermeture frontières a pu ralentir diffusion virus l’a jamais arrêtée nombreux pays d’ailleurs fini abandonner telles mesures fermeture frontières s’agissant contrôle frontières constitution française très claire l’accès territoire national peut être refusé citoyen français sauf si celui-ci devait constituer menace sécurité nationale a jour l’article n’a adopté amendements débattus tombent également toutefois voudrais revenir amendement concerne français établis hors france celui-ci a présenté député karim ben cheikh groupe eelv amendement interdit gouvernement d’imposer français établi hors france devoir présenter test pcr vaccin certificat rétablissement revenir sol national rappelle obligation a vigueur l’est plus aujourd’hui lorsqu’elle vigueur a posé lourdes difficultés ceux ressortissants trouvaient pays où test pcr accessible bien où vaccin reçu n’était homologué l’union européenne ainsi nombreux ressortissants français retrouvés facto non interdits empêchés rentrer sol français c’était cas ressortissants russie exemple l’idée député karim ben cheikh donc laisser tout français rentrer sol national aucune condition sanitaire puis soumettre contrôles sanitaires éventuellement vigueur france jour entrée sol français j’approuve philosophie amendement considérant difficultés évoquées ainsi allée expliquer nouveau ministre santé françois braun cas pays lesquels tests accessibles vaccins non homologués raconté comment certains ressortissants retrouvés bloqués facto pays résidence ministre n’avait encore averti situations a entendu s’est engagé l’etat français déploie moyens nécessaires répondre situations d’exception l’hypothèse où contrôle frontières remis place fort heureusement l’heure n’est rétablissement d’un quelconque contrôle frontières part continuerai exprimer très grande réserve vis-à-vis dispositif tout français doit pouvoir rentrer france comme l’entend quand souhaite quitte soumettre arrivée contrôles sanitaires nécessaires protéger protéger uns autres votes évaluation l'article","Projet de loi sanitaire sur la pandémie Covid – ma position"
"contexte guerre ukraine l’europe a adopté lundi mars livre blanc défense européenne dernier a adopté ministres affaires étrangères défense a objectif définir stratégie globale défense sécurité l’europe jusqu’en stratégie décline quatre chapitres agir l’union européenne capacité déploiement pouvant compter jusqu’à militaires pleinement équipés experts prête déployer délai jours assurer sécurité l’union européenne développera capacités d’analyse renseignement grâce boîte outils hybride équipes d’intervention élaborera aussi stratégie spatiale maritime sécurité défense investir états membres engagés augmenter sensiblement dépenses défense adopter budgets défenses coordonnés éviter doublons gaspillages si possible forte dépendance l’industrie américaine l’armement coopération industrielle défense europe devrait devenir norme travailler partenariat l’union européenne renforcera coopération partenaires stratégiques tels l’otan nations unies partenaires régionaux notamment l’osce l’ua l’asean aussi pays partageant mêmes valeurs tels états-unis canada norvège royaume-uni japon d’autres texte tournant l’union européenne peut être considéré comme premier vers armée européenne moment opérations devraient d’abord concentrer missions militaires d’urgence raison taille limitée contingent hommes maximum vingt-sept s’engagent atteindre dépenses militaires hauteur pib contre aujourd’hui fonds supplémentaires permettraient européens d’investir équipements font actuellement défaut notamment drones systèmes combat chars systèmes défense antiaérienne antimissile aspect budgétaire fondamental sens où fonds l’un blocages création d’une armée européenne s’agit présent d’appliquer mesures adoptées alors pays l’est réticents l’idée d’une armée européenne jugeaient l’otan comme seule organisation militaire nécessaire changement stratégique américain savoir privilégier l’asie pacifique a modifié donne bien sûr guerre ukraine également raison supplémentaire l’urgence d’agir boussole stratégique européens objectif consolider l’otan vrai pilier européen défense européenne complémentaire l’otan vise réduire dépendances capacitaires opérationnelles toutefois l’alliance atlantique demeure fondement défense collective n’est vouée disparaître l’europe défense projet tant porté france désormais véritablement lancée votes évaluation l'article","L’Europe adopte sa « boussole stratégique »"
"mercredi février l’assemblée nationale a adopté l’unanimité proposition résolution portant dénonciation faits conséquences coup d’état militaire février birmanie cosigné députés tous groupes politiques texte représente l’aboutissement d’un travail non partisan service d’objectifs communs mettre lumière dénoncer condamner exactions menées junte militaire birmanie jusqu’à qu’elles cessent intervention l’assemblée nationale pourquoi proposition résolution article publié j’avais déjà l’occasion rappeler rôle l’utilité propositions résolution parlementaires passe birmanie malheureusement encore trop mal connu compatriotes france sujet suscite intérêt politiques journalistes d’autres sujets internationaux rythmé débat public durant l’année situation doit intéresser doit interpeller passe birmanie c’est d’abord drame humain a fait nombreuses victimes c’est aussi drame démocratique après décennies dictature militaire birmanie connaissait depuis début d’un processus démocratique peuple birmans massivement participé élections générales novembre donner majorité ligue nationale démocratie parti dirigé aung san suu kyi armée forces sécurité birmanes censée garantir sécurité sûreté peuple birman a préféré reprendre pouvoir février dès l’instant où a sentiment celui-ci échapperait depuis coup d’etat situation n’a cessé détériorer très vite junte n’a hésité recourir violence manière indiscriminé allant jusqu’à faire tirer balles réelles afin d’étouffer revendications population l’absence résolution pacifique guerre civile s’est installée conséquences humanitaires politiques économiques catastrophiques selon derniers décomptes d’ong internationales bilan humain dépasserait morts dont très jeunes enfants arrestations j’ai déposé plusieurs projets résolution dont premier mai fallait texte fasse consensus an plus tard février date d’anniversaire coup d’etat tenais déposée proposition résolution évoquait tout considérais effet assemblée nationale pleinement légitime exprimer pleine solidarité birmans ainsi qu’à représentants démocratiquement élus exil aussi condamner équivoque exactions forces armées fallait adresser geste fraternité d’autorité bienvenu aussi traîner junte birmane hors l’ombre où souhaiterait tant rester terrée travail devait d’être transpartisan ppr l’ai écrit seule a d’abord fruit nombreuses auditions quai d’orsay notamment ambassadeur france birmanie christian lechervy fait travail exemplaire représentants société civile birmane représentants communauté birmane france représentants comité représentant l’assemblée l’union crph dirigé parlementaires élus lors élections générales encore membres gouvernement d’unité nationale nug comprend parlementaires élus membres groupes partis ethniques principaux représentants manifestations anti-coup représente aussi l’aboutissement d’un travail commun collègue député lr michel herbillon membre comme commission affaires étrangères l’assemblée ainsi qu’avec autre collègue député ps alain david président groupe d’amitié france-birmanie tous trois cœur proposer ppr réaliste tant plan juridique qu’opérationnel sens où porterait demandes irréalistes incarne enfin volonté dépassement sens où tenu prendre compte retours collègues autres groupes politique chaque fois c’était possible prévoit-elle texte l’assemblée nationale condamne plus grande fermeté coup d’état perpétré l’armée birmane février prise pouvoir consécutive celui ci ainsi l’ampleur l’impunité exactions exprime soutien total population birmane lutte pacifique légitime démocratie libertés plein respect droits humains appelle soutenir représentants légitimement élus peuple birman attachés l’instauration d’un état libre démocratique birmanie appelle conseil d’administration l’état sac institutions découlant reconnus france l’union européenne organisations internationales comme représentants légitimes birmanie peuple birman invite gouvernement appeler plus grande fermeté respect résultats élections générales novembre fin l’état d’urgence libération immédiate condition prisonniers politiques arrêtés depuis coup d’état dont président république u win myint conseillère l’état daw aung san suu kyi entreprendre toutes démarches sens invite france s’employer manière déterminée partenaires l’union européenne l’association nations d’asie sud‑est asean nations unies promouvoir sortie crise pacifique rapide inclusive reposant processus dialogue politique associant toutes parties notamment celles issues élections générales novembre société civile partis politiques groupes ethniques exprime soutien l’égard efforts humanitaires conduits profit populations plus vulnérables dossier législatif votes évaluation l'article","Une résolution votée en soutien du peuple Birman"
